timestamp,batch_guid,database,model,total_requests,mean_latency_ms,test_duration_config,energy_j,mean_power_w,mean_cpu_percent,mean_memory_gb
20251021-164336,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,14069,398.331182,66.45,2927.121826,44.051554,94.41577,20.757056
20251021-164449,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,285.921064,54.03,2363.07782,43.736641,92.307159,20.792915
20251021-164548,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,332.622169,60.86,2662.20166,43.744127,93.505574,20.784106
20251021-164655,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,330.155158,60.43,2650.708252,43.864982,93.504253,20.786106
20251021-164801,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,331.144483,66.25,2745.359802,41.440457,85.495052,20.783063
20251021-164913,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,332.199057,60.84,2665.967957,43.82259,93.573994,20.781224
20251021-165019,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,330.320162,66.26,2735.771729,41.290507,85.281952,20.776984
20251021-165131,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,323.987941,59.63,2625.918091,44.039504,93.218728,20.782453
20251021-165237,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,336.283319,61.46,2699.019104,43.914538,93.459284,20.781772
20251021-165344,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,333.483818,60.86,2670.417236,43.879914,93.967515,20.780815
20251021-165451,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,330.823217,60.84,2654.357849,43.626638,93.197157,20.78184
20251021-165557,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,333.615785,61.04,2663.275391,43.633312,93.261099,20.785103
20251021-165704,ECE26AB0-D2D1-4E38-8559-DF415B40296E,credit_card_transactions,xgboost,15000,331.338203,60.67,2655.973206,43.774845,93.642303,20.784328
20251021-165851,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,11346,523.983395,68.30,3051.581116,44.680747,95.175528,20.781682
20251021-170005,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10518,555.466301,66.44,2938.054993,44.218129,95.071383,20.782269
20251021-170117,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10363,565.290883,66.45,2936.680237,44.191732,94.615956,20.783459
20251021-170229,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10539,555.522071,66.43,2942.542664,44.293062,95.039323,20.783905
20251021-170341,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10709,544.855128,66.44,2940.531738,44.260393,95.047876,20.784839
20251021-170454,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10567,550.555704,66.44,2931.976685,44.12655,94.379728,20.785634
20251021-170606,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10474,553.973664,66.67,2930.251648,43.95431,94.369239,20.786811
20251021-170718,6046B3E3-F92B-4156-A323-03B7E01ADDEA,diabetic,xgboost,10559,550.202839,66.65,2935.313782,44.040532,94.050744,20.787154
20251021-170945,F094F865-0553-472A-B167-953198BC0A8A,diabetic,xgboost,14489,591.110457,96.64,4305.150757,44.548267,95.273269,20.797319
20251021-171213,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,551.135021,93.25,4170.339722,44.719943,95.860757,20.792425
20251021-171352,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,492.30495,84.45,3753.547791,44.449576,95.888031,20.784357
20251021-171522,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,547.643475,92.66,4159.061951,44.887077,96.174248,20.797744
20251021-171701,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,494.694344,101.25,4013.528564,39.640147,80.324137,20.784848
20251021-171847,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,563.927576,95.65,4282.816833,44.777101,95.829117,20.801437
20251021-172029,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,502.25131,86.25,3820.110046,44.290936,95.264517,20.790149
20251021-172201,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,538.956203,91.68,4093.180054,44.646209,95.788323,20.799193
20251021-172338,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,535.683597,91.06,4066.304382,44.655598,95.565031,20.800795
20251021-172515,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,505.279705,87.06,3910.485413,44.916739,95.972828,20.800741
20251021-172648,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,582.115256,98.05,4364.957153,44.515579,95.454706,20.806998
20251021-172832,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,495.950762,85.05,3769.94281,44.32601,95.66307,20.797296
20251021-173002,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,575.530041,96.86,4315.078064,44.550366,96.506759,20.810711
20251021-173145,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,493.686361,84.85,3766.224976,44.386195,95.593291,20.801679
20251021-173316,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,540.797271,101.28,4304.262695,42.499786,87.577359,20.809778
20251021-173503,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,535.515044,91.05,4055.480713,44.53964,96.472054,20.80994
20251021-173639,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,537.624352,91.25,4059.969421,44.494595,95.86707,20.810848
20251021-173816,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,570.969821,96.26,4296.206543,44.631235,96.257553,20.81755
20251021-173958,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,497.391904,101.27,4144.382385,40.923892,81.123261,20.810963
20251021-174145,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,538.874638,91.64,4070.027771,44.412748,95.550791,20.817917
20251021-174323,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,493.002497,101.24,4102.634338,40.523882,80.839106,20.814028
20251021-174510,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,538.622679,91.45,4067.585876,44.479725,95.785754,20.818042
20251021-174647,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,515.730911,88.66,3960.631958,44.67275,95.887991,20.819944
20251021-174821,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,540.748392,92.17,4128.524353,44.790725,95.65006,20.826103
20251021-174959,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,497.64436,85.25,3781.762939,44.360078,95.592423,20.811407
20251021-175130,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,555.330993,94.47,4223.548584,44.709613,96.098219,20.819659
20251021-175310,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,541.334701,92.08,4089.14801,44.406754,95.567161,20.816795
20251021-175448,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,539.266949,91.68,4079.114502,44.493906,95.642123,20.818967
20251021-175625,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,559.498302,94.46,4224.197083,44.719768,96.065317,20.821243
20251021-175806,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,492.007096,84.45,3756.39978,44.48301,95.68096,20.814643
20251021-175936,6F963371-8233-4951-B2D0-0B0BA3CBEE7F,diabetic,xgboost,15000,564.280256,95.27,4259.89856,44.712174,96.075591,20.822874
20251021-185606,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,252.929267,49.83,2181.755127,43.782917,91.174216,20.853218
20251021-185702,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,282.51841,53.03,2313.020386,43.61629,93.195183,20.855428
20251021-185800,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,329.842189,60.04,2638.226379,43.941148,94.086011,20.862071
20251021-185906,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.269277,60.03,2628.001343,43.779046,94.085012,20.864616
20251021-190012,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,329.847243,60.05,2631.19397,43.819147,93.770613,20.860835
20251021-190118,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,334.533942,60.23,2650.686157,44.010886,94.204901,20.86446
20251021-190224,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,328.374558,59.84,2629.53949,43.942959,94.452194,20.866324
20251021-190329,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,333.375904,60.08,2651.704285,44.136407,94.413286,20.865493
20251021-190435,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,337.834851,60.25,2676.392517,44.422529,95.611251,20.868223
20251021-190541,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,281.490402,52.64,2309.996582,43.881147,94.028997,20.859553
20251021-190639,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,238.143934,46.22,2014.428406,43.57951,92.490783,20.849472
20251021-190731,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,234.728189,61.23,2328.260986,38.024123,70.999134,20.856108
20251021-190838,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,248.076817,48.42,2140.467712,44.201863,93.858606,20.860338
20251021-190932,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,283.504541,53.03,2310.975464,43.580359,92.94849,20.861659
20251021-191031,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,317.776148,58.27,2568.056946,44.073757,94.614104,20.873381
20251021-191139,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.541105,60.03,2636.480896,43.917891,94.617828,20.874981
20251021-191245,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,333.422107,60.03,2649.173523,44.131268,95.40221,20.875425
20251021-191351,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.01132,60.04,2635.557678,43.897455,94.085202,20.872893
20251021-191457,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,335.965891,60.04,2660.065735,44.306919,95.261344,20.875053
20251021-191602,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.076553,60.05,2632.301453,43.837702,93.897159,20.875207
20251021-191708,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,281.736623,52.88,2324.803894,43.962767,93.053262,20.873362
20251021-191807,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,266.541221,50.82,2228.965515,43.85654,92.937809,20.869604
20251021-191903,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,283.241701,53.03,2326.525513,43.871002,94.256318,20.8684
20251021-192002,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,245.298256,47.44,2079.925537,43.843154,94.177456,20.862298
20251021-192055,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,284.816203,53.25,2334.395813,43.839827,93.728716,20.870988
20251021-192154,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,333.800679,60.03,2642.969971,44.027372,94.741652,20.88041
20251021-192300,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.488712,60.04,2637.474243,43.930854,94.28827,20.883129
20251021-192406,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,328.000193,59.64,2624.022278,43.996639,93.838398,20.886258
20251021-192511,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,330.230887,61.25,2663.744934,43.493235,92.440611,20.884963
20251021-192618,4DE68578-66F5-4563-8449-456246487EDA,healthcare-dataset-stroke,xgboost,15000,331.544683,60.06,2641.457092,43.982531,94.011585,20.88503
20251021-193101,77427803-6386-4368-9D2F-C59EF47F036D,UNSW_NB15_merged,xgboost,15000,557.42632,94.44,4182.19281,44.284918,95.013509,20.88153
20251021-193241,77427803-6386-4368-9D2F-C59EF47F036D,UNSW_NB15_merged,xgboost,15000,524.154472,89.64,3968.101501,44.265125,94.664014,20.88104
20251021-193416,77427803-6386-4368-9D2F-C59EF47F036D,UNSW_NB15_merged,xgboost,14912,601.314617,100.07,4449.041992,44.460183,95.862372,20.890612
20251021-193710,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,533.785752,91.07,4044.819763,44.413548,94.864966,20.883157
20251021-193847,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,601.837116,101.27,4423.005615,43.674531,94.962479,20.890904
20251021-194034,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,525.691306,89.86,3917.070007,43.591613,95.601148,20.886072
20251021-194211,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,598.766828,101.06,4399.087585,43.52784,94.962658,20.897765
20251021-194358,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,545.356956,93.04,4052.467712,43.55535,95.012804,20.891476
20251021-194537,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,608.940238,103.34,4488.389587,43.434689,94.458938,20.898453
20251021-194726,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,509.511592,87.25,3819.809265,43.778729,95.250824,20.888901
20251021-194859,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,580.477204,98.45,4314.821777,43.825893,95.571075,20.900568
20251021-195043,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,549.994225,93.49,4079.725525,43.635785,95.3873,20.891432
20251021-195222,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,14978,619.338732,103.47,4509.929321,43.585149,95.347382,20.893199
20251021-195411,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,531.011986,90.64,3923.49762,43.287156,94.991437,20.889072
20251021-195548,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,578.529802,98.47,4296.298584,43.631074,94.954305,20.896149
20251021-195732,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,542.696013,103.29,4178.938171,40.458763,85.18885,20.891842
20251021-195921,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,14714,630.931571,103.47,4564.494446,44.112513,95.546154,20.9056
20251021-200110,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,518.738932,88.64,3821.09137,43.106944,94.552395,20.890522
20251021-200244,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,14789,629.700059,103.90,4567.709229,43.961355,95.714549,20.909495
20251021-200434,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,537.222352,91.46,3957.32135,43.268518,95.117682,20.892329
20251021-200609,122AD1BC-7DF6-4EAE-A301-9D1A9D9EC18B,UNSW_NB15_merged,xgboost,15000,617.737762,103.28,4538.139526,43.938861,95.766828,20.906348
20251021-200858,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,510.238528,87.44,3782.330688,43.254153,95.076999,20.89647
20251021-201031,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,605.078161,101.47,4431.310669,43.671236,95.22449,20.906965
20251021-201218,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,521.520204,89.24,3857.161804,43.220095,94.84869,20.900329
20251021-201353,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,565.682625,95.70,4235.203735,44.25506,95.341564,20.906694
20251021-201534,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,557.292587,94.65,4201.6203,44.393009,94.899832,20.908003
20251021-201715,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,560.589707,95.06,4210.90625,44.297874,94.264174,20.907599
20251021-201855,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,565.619311,111.28,4472.156616,40.187041,81.404169,20.904605
20251021-202054,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,638.252058,106.46,4749.964478,44.618968,95.451292,20.92166
20251021-202247,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,515.169584,88.24,3908.146851,44.289706,94.561346,20.905349
20251021-202421,F5E73D44-ED72-4C95-A18D-9FE0807A136F,UNSW_NB15_merged,xgboost,15000,628.034667,105.25,4672.073181,44.390974,95.575618,20.921811
